principio,cnpj,Laboratorio,codigoGGREM,registro,ean,nome,apresentacao,classeTerapeutica
CARISOPRODOL,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504615010027817,1558402340042,7896714218267,TORSILAX,125 MG + 50 MG + 300 MG + 30 MG COM CT BL AL PLAS INC X 12,M03B0 - RELAXANTE MUSCULAR DE AÇÃO CENTRAL
CARISOPRODOL,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504615010027917,1558402340018,7896714200804,TORSILAX,125MG + 50MG + 300MG +30MG COM CT BL AL PLAS INC X 30,M03B0 - RELAXANTE MUSCULAR DE AÇÃO CENTRAL
CARISOPRODOL,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504615010028017,1558402340026,7896714200835,TORSILAX,125 MG + 50 MG + 300 MG + 30 MG COM DISP BL AL PLAS INC X 100 (EMB HOSP),M03B0 - RELAXANTE MUSCULAR DE AÇÃO CENTRAL
CARISOPRODOL,57.507.378/0001-01,EMS S/A,507715804110416,1023505510086,7896004739625,INFRALAX,300 MG + 30 MG + 125 MG + 50 MG COM CT BL AL PLAS INC X 100 (EMB FRAC),M03B0 - RELAXANTE MUSCULAR DE AÇÃO CENTRAL
CARISOPRODOL,57.507.378/0001-01,EMS S/A,507715805117414,1023505510108,7896004742168,INFRALAX,300 MG + 30 MG + 125 MG + 50 MG COM CT BL AL PLAS INC X 200 (EMB FRAC),M03B0 - RELAXANTE MUSCULAR DE AÇÃO CENTRAL
CARISOPRODOL,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533012120058603,1049711580020,7896006234524,TANDRIFLAN,300 MG + 125 MG + 50 MG + 30 MG COM CT BL AL PLAS INC X 15,M03B0 - RELAXANTE MUSCULAR DE AÇÃO CENTRAL
CARISOPRODOL,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533014090060903,1049711580039,7896006234548,TANDRIFLAN,300 MG + 125 MG + 50 MG + 30 MG COM CT BL AL PLAS INC X 100 ,M03B0 - RELAXANTE MUSCULAR DE AÇÃO CENTRAL
CARMELOSE SÓDICA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501014080012107,1014701810012,7897316806128,REFRESH ADVANCED,"5,0MG/ML + 10,0MG/ML + 5,0MG/ML EMU OFT CT FR PLAS OPC GOT X 3ML ",S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501014080012207,1014701810020,7897316806135,REFRESH ADVANCED,"5,0MG/ML + 10,0MG/ML + 5,0MG/ML EMU OFT CT FR PLAS OPC GOT X 10 ML",S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501014080012307,1014701810039,7897316806142,REFRESH ADVANCED,"5,0MG/ML + 10,0MG/ML + 5,0MG/ML EMU OFT CT FR PLAS OPC GOT X 15ML",S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501003102173311,1014701530044,7897316805060,FRESH TEARS LIQUIGEL,10 MG/ML SOL OCU CT FR PLAS GOT X 15 ML,S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504613080017604,1558404020045,7896714224053,NEO FRESH,5 MG/ML SOL OFT CT FR PLAS OPC GOT X 15 ML ,S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501003101177311,1014701530011,7897316804964,FRESH TEARS,5 MG/ML SOL OCU CT FR PLAS GOT X 15 ML,S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501003103137414,1014701530060,7897316804810,FRESH TEARS,5 MG/ML SOL OCU CT FR PLAS GOT X 10 ML ,S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501003104176316,1014701530028,7897316805541,FRESH TEARS,5 MG/ML SOL OCU CT FR PLAS GOT X 5 ML,S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,60.084.456/0001-09,LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA,523401801171412,1172500370027,7896180300237,ECOFILM,"5,0 MG/ML SOL OFT EST CT FR PLAS OPC CGT X 15 ML 02",S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540916030019104,1781701190023,7896094906181,LACRILAX,5 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML ,S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMELOSE SÓDICA,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540916030019204,1781701190041,7896094906051,LACRILAX,5 MG/ML SOL OFT CT FR PLAS OPC GOT X 15 ML ,S01K1 - LÁGRIMAS ARTIFICIAIS E LUBRIFICANTES OFTAMOLÓGICOS
CARMUSTINA,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504116010054417,1097402290011,7896112427100,BECENUN,100 MG PO LIOF INF CT 10 FA VD AMB + DIL X 3 ML,L01A0 - AGENTES ANTINEOPLÁSICOS ALQUILANTES
CARMUSTINA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505100501152311,1018001130011,7896016800849,BECENUN,"33,333 MG/ML LIOF INJ CT 10 FA VD AMB + DIL X 3 ML",L01A0 - AGENTES ANTINEOPLÁSICOS ALQUILANTES
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120015806,1103901720115,7895005803229,CARVEDILOL,"12,5 MG COM CT BL AL AL X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120015906,1103901720123,7895005803236,CARVEDILOL,"12,5 MG COM CT BL AL AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120016006,1103901720131,7895005803243,CARVEDILOL,"12,5 MG COM CT BL AL AL X 60",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120016106,1103901720141,7895005803250,CARVEDILOL,"12,5 MG COM CT BL AL AL X 80 EMB HOSP",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120016206,1103901720158,7895005803267,CARVEDILOL,"12,5 MG COM CT BL AL AL X 90 EMB FRAC",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525071502111112,1832601260036,7896422519366,CARVEDILOL,"12,5 MG COM CT BL AL/AL X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525071503118110,1832601260044,7896422519373,CARVEDILOL,"12,5 MG COM CT BL AL/AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074302113418,1832600460031,7896422520362,BECARVE,"12,5 MG COM CT BL AL/AL X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074303111419,1832600460041,7896422520379,BECARVE,"12,5 MG COM CT BL AL/AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532715030017806,1052500380102,8903855072357,CARVEDILOL,"12,5 MG COM CT BL AL/AL X 300 (EMB HOSP)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532715040018203,1052500100142,8903855071831,KARVIL,"12,5 MG COM CT BL AL/AL X 300 (EMB HOSP)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504116030055003,1097401460183,7896112422921,ICTUS,"12,5 MG COM CT BL AL PLAS INC X 90",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,61.150.447/0001-31,LABORATÓRIOS BALDACCI LTDA,521000906111415,1014600650087,7897851220625,DIVELOL,"12,5 MG COM CT BL AL PLAS INC X 28",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531608201113415,1356900370351,7894916502689,CARVEDILAT,"12,5 MG COM CT BL AL PLAS INC X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502824402111416,1130010850051,7891058009878,COREDIOL,"12,5 MG COM CT BL AL/AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502824410112418,1130010850043,7891058009861,COREDIOL,"12,5 MG COM CT BL AL/AL X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538812070042806,1677303730163,7894916146418,CARVEDILOL,"12,5MG COM CT AL AL X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538812070042906,1677303730181,7894916146425,CARVEDILOL,"12,5MG COM CT AL AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538812070043006,1677303730198,7894916147958,CARVEDILOL,"12,5MG COM CT AL AL X 60",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538812090045003,1677303740185,7896004732497,CARVEGRAN,"12,5 MG COM CT BL AL AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074304116414,1018105980062,7896422520386,BECARVE,"12,5 MG COM CT BL AL/AL X 90 (EMB FRAC)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529201201119312,1010006430093,7896226502144,COREG,"12,5 MG COM CT BL AL/AL X 14",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532700501118419,1052500100061,8902220105386,KARVIL,"12,5 MG COM CT BL AL/AL X 15 ",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532700504117413,1052500100096,8902220107847,KARVIL,"12,5 MG COM CT BL AL /AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532713010015506,1052500380064,8902220108165,CARVEDILOL,"12,5MG COM CT BL AL/AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532713010015806,1052500380056,8902220108158,CARVEDILOL,"12,5MG COM CT BL AL/AL X 15 ",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.150.764/0001-12,ACTAVIS FARMACEUTICA LTDA.,506905602111111,1049201860161,7898146823064,CARVEDILOL,"12,5 MG COM CT BL AL PLAS INC X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.150.764/0001-12,ACTAVIS FARMACEUTICA LTDA.,506905608111111,1049201860064,7898146822272,CARVEDILOL,"12,5 MG COM CT BL AL PLAS INC X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015070042606,1103901720375,7895005804950,CARVEDILOL,"12,5 MG COM CT BL AL AL X 500 (EMB HOSP)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015070042706,1103901720367,7895005804943,CARVEDILOL,"12,5 MG COM CT BL AL AL X 450 (EMB HOSP)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015070042806,1103901720359,7895005803274,CARVEDILOL,"12,5 MG COM CT BL AL AL X 300 (EMB HOSP)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526112070085706,1058307510181,7896004731391,CARVEDILOL,"12,5 MG COM CT BL AL AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526112070085806,1058307510198,7896004743684,CARVEDILOL,"12,5 MG COM CT BL AL AL X 60",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504101201111416,1097401460061,7896112426028,ICTUS,"12,5 MG 30 COM BL AL PLAS INC",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504101205117419,1097401460132,7896112411314,ICTUS,"12,5 MG COM CT BL AL PLAS INC X 60",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521120805116110,1121303420035,7896181908906,CARVEDILOL,"12,5 MG COM BL AL PLAS BCO X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521120806112119,1121303420086,7896181915041,CARVEDILOL,"12,5 MG COM CT BL AL PLAS BCO X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,57.507.378/0003-65,EMS S/A,541812070001906,1023510730161,7896004731292,CARVEDILOL,"12,5 MG COM CT BL AL AL X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,57.507.378/0003-65,EMS S/A,541812070002006,1023510730188,7896004731308,CARVEDILOL,"12,5 MG COM CT BL AL AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,57.507.378/0003-65,EMS S/A,541814060008403,1023510680121,7895296261012,CARDBET,"12,5 MG COM CT BL AL/AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,61.150.447/0001-31,LABORATÓRIOS BALDACCI LTDA,521000908112419,1014600650222,7897851220762,DIVELOL,"12,5 MG COM CT BL AL PLAS INC X 60",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523700801112417,1003300660073,7896094200739,CARDILOL,"12,50 MG COM CT BL AL PLAS INC X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523700806114418,1003300660081,7896094202771,CARDILOL,"12,50 MG COM CT BL AL PLAS INC X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523700809113412,1003300660197,7896094207813,CARDILOL,"12,50 MG COM CT BL AL PLAS INC X 60",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,72.593.791/0001-11,NOVA QUIMICA FARMACÊUTICA S/A,525313010038106,1267501600166,7895296092166,CARVEDILOL,"12,5 MG COM CT BL AL/AL X 15",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,72.593.791/0001-11,NOVA QUIMICA FARMACÊUTICA S/A,525313010038206,1267501600182,7895296092180,CARVEDILOL,"12,5 MG COM CT BL AL/AL X 30",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,72.593.791/0001-11,NOVA QUIMICA FARMACÊUTICA S/A,525313010038306,1267501600190,7895296092197,CARVEDILOL,"12,5 MG COM CT BL AL/AL X 60",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,00.923.140/0001-31,EMS SIGMA PHARMA LTDA,531608202111416,1356900370386,7894916502696,CARVEDILAT,25 MG COM CT BL AL PLAS INC X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502824403116411,1130010850078,7891058009892,COREDIOL,25 MG COM CT BL AL/AL X 15,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502824404112411,1130010850086,7891058009908,COREDIOL,25 MG COM CT BL AL/AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502824405119418,1130010850094,7891058009915,COREDIOL,25 MG COM CT BL AL/AL X 60,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538812070043106,1677303730252,7894916146449,CARVEDILOL,25MG COM CT BL AL AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538812070043206,1677303730260,7894916147965,CARVEDILOL,25MG COM CT BL AL AL X 60,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,05.044.984/0001-26,LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA,538812090045103,1677303740258,7896004732510,CARVEGRAN,25 MG COM CT BL AL AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525071501115114,1832601260052,7896422519397,CARVEDILOL,25 MG COM CT BL AL/AL X 15,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525071504114119,1832601260060,7896422519403,CARVEDILOL,25 MG COM CT BL AL/AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525071505110117,1832601260079,7896422519410,CARVEDILOL,25 MG COM CT BL AL/AL X 60,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525071511110115,1018105850142,7896422519328,CARVEDILOL,"3,125 MG COMP CT BL AL/AL X 90 (EMB FRAC)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074305112412,1832600460058,7896422520393,BECARVE,25 MG COM CT BL AL/AL X 15,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074306119410,1832600460066,7896422520409,BECARVE,25 MG COM CT BL AL/AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074307115419,1832600460074,7896422520416,BECARVE,25 MG COM CT BL AL/AL X 60,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074308111417,1018105980100,7896422520423,BECARVE,25 MG COM CT BL AL/AL X 90 (EMB FRAC),C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074314111415,1018105980038,7896422520355,BECARVE,"6,25 MG COM CT BL AL/AL X 90 (EMB FRAC)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,10.588.595/0007-97,MEDLEY FARMACÊUTICA LTDA,525074315118413,1018105980143,7896422524346,BECARVE,"3,125 MG COM CT BL AL/AL X 90 (EMB FRAC)",C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529201202115310,1010006430131,7896226502595,COREG,25 MG COM CT BL AL/AL X 14,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532700505113411,1052500100118,8902220107267,KARVIL,25 MG COM CT BL AL/AL X 15,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532700506111412,1052500100126,8902220107274,KARVIL,25 MG COM CT BL AL/AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532713010015606,1052500380080,8902220109049,CARVEDILOL,25MG COM CT BL AL/AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532713010015906,1052500380072,8902220108240,CARVEDILOL,25MG COM CT BL AL/AL X 15 ,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532715030017906,1052500380110,8903855072364,CARVEDILOL,25 MG COM CT BL AL/AL X 300 (EMB HOSP),C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.078.528/0001-32,TORRENT DO BRASIL LTDA,532715040018303,1052500100150,8903855071848,KARVIL,25 MG COM CT BL AL/AL X 300 (EMB HOSP),C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,33.150.764/0001-12,ACTAVIS FARMACEUTICA LTDA.,506905604114116,1049201860102,7898146822418,CARVEDILOL,25 MG COM CT BL AL PLAS INC X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120016306,1103901720166,7895005803281,CARVEDILOL,25 MG COM CT BL AL AL X 15,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120016406,1103901720174,7895005803298,CARVEDILOL,25 MG COM CT BL AL AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120016506,1103901720182,7895005803304,CARVEDILOL,25 MG COM CT BL AL AL X 60,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120016606,1103901720190,7895005803311,CARVEDILOL,25 MG COM CT BL AL AL X 80 EMB HOSP,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510014120016706,1103901720204,7895005803328,CARVEDILOL,25 MG COM CT BL AL AL X 90 EMB FRAC,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015070042306,1103901720405,7895005804974,CARVEDILOL,25 MG COM CT BL AL AL X 500 (EMB HOSP),C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015070042406,1103901720391,7895005804967,CARVEDILOL,25 MG COM CT BL AL AL X 450 (EMB HOSP),C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,43.640.754/0001-19,FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP,510015070042506,1103901720383,7895005803335,CARVEDILOL,25 MG COM CT BL AL AL X 300 (EMB HOSP),C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526112070085906,1058307510252,7896004731414,CARVEDILOL,25 MG COM CT BL AL AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526112070086006,1058307510260,7896004743677,CARVEDILOL,25 MG COM CT BL AL AL X 60,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504101202118414,1097401460078,7896112426288,ICTUS,25 MG 30 COM BL AL PLAS INC,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504101206113417,1097401460140,7896112411352,ICTUS,25 MG COM CT BL AL PLAS INC X 60,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504116030055103,1097401460191,7896112422914,ICTUS,25 MG COM CT BL AL PLAS INC X 90,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521120803113114,1121303420043,7896181909323,CARVEDILOL,25 MG COM BL AL PLAS BCO X 15  ,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,53.162.095/0001-06,BIOSINTÉTICA FARMACÊUTICA LTDA,521120804111115,1121303420051,7896181909880,CARVEDILOL,25 MG COM BL AL PLAS BCO X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,57.507.378/0003-65,EMS S/A,541812070002106,1023510730234,7896004731315,CARVEDILOL,25 MG COM CT BL AL AL X 15,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,57.507.378/0003-65,EMS S/A,541812070002206,1023510730250,7896004731322,CARVEDILOL,25 MG COM CT BL AL AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,57.507.378/0003-65,EMS S/A,541812070002306,1023510730269,7896004743974,CARVEDILOL,25 MG COM CT BL AL AL X 60,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,57.507.378/0003-65,EMS S/A,541814060008503,1023510680172,7895296261029,CARDBET,25 MG COM CT BL AL/AL X 30,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,61.150.447/0001-31,LABORATÓRIOS BALDACCI LTDA,521000902114411,1014600650109,7897851250431,DIVELOL,25 MG COM CT BL AL PLAS INC X 28,C07A0 - BETABLOQUEADORES PUROS
CARVEDILOL,61.150.447/0001-31,LABORATÓRIOS BALDACCI LTDA,521000909119417,1014600650257,7897851220779,DIVELOL,25 MG COM CT BL AL PLAS INC X 60,C07A0 - BETABLOQUEADORES PUROS
